Source,HHMMSS,MJD,Freq,elev,Flux,Flux_err
OJ287,32428.0,53721.142,8000.0,0.0,2.791,0.087
OJ287,234702.0,53721.991,8000.0,0.0,2.719,0.095
OJ287,41033.0,53722.174,22000.0,0.0,3.194,0.337
OJ287,222204.0,53723.932,5000.0,0.0,1.962,0.092
OJ287,44047.0,53724.195,5000.0,0.0,1.953,0.084
OJ287,222624.0,53741.935,8000.0,0.0,2.872,0.064
OJ287,43043.0,53743.188,8000.0,0.0,2.752,0.108
OJ287,195219.0,53743.828,8000.0,0.0,2.976,0.108
OJ287,10321.0,53744.044,22000.0,0.0,2.595,0.353
OJ287,45345.0,53744.204,8000.0,0.0,2.668,0.122
OJ287,212302.0,53750.891,22000.0,0.0,3.723,0.206
OJ287,230516.0,53763.962,5000.0,0.0,2.021,0.092
OJ287,212136.0,53764.89,22000.0,0.0,3.038,0.202
OJ287,22233.0,53765.099,8000.0,0.0,2.984,0.192
OJ287,33559.0,53766.15,5000.0,0.0,2.157,0.095
OJ287,195931.0,53766.833,22000.0,0.0,2.355,0.372
OJ287,224633.0,53770.949,5000.0,0.0,2.088,0.088
OJ287,225804.0,53770.957,5000.0,0.0,2.096,0.086
OJ287,231102.0,53770.966,5000.0,0.0,2.114,0.081
OJ287,231102.0,53771.966,8000.0,0.0,2.635,0.099
OJ287,232400.0,53771.975,8000.0,0.0,2.843,0.112
OJ287,233657.0,53771.984,8000.0,0.0,2.773,0.125
OJ287,1131.0,53773.008,22000.0,0.0,3.163,0.305
OJ287,2428.0,53773.017,22000.0,0.0,3.237,0.308
OJ287,3726.0,53773.026,22000.0,0.0,3.266,0.294
OJ287,212555.0,53778.893,8000.0,0.0,2.617,0.06
OJ287,222457.0,53804.934,8000.0,0.0,2.914,0.142
OJ287,223628.0,53804.942,8000.0,0.0,3.108,0.106
OJ287,224926.0,53804.951,8000.0,0.0,3.122,0.119
OJ287,223335.0,53805.94,22000.0,0.0,4.767,0.751
OJ287,224507.0,53805.948,22000.0,0.0,4.393,0.613
OJ287,165219.0,53826.703,43000.0,0.0,3.591,1.271
OJ287,182848.0,53826.77,5000.0,0.0,2.292,0.138
OJ287,184145.0,53826.779,5000.0,0.0,2.314,0.102
OJ287,163628.0,53827.692,43000.0,0.0,2.998,1.062
OJ287,190740.0,53830.797,8000.0,0.0,3.838,0.344
OJ287,192038.0,53830.806,8000.0,0.0,4.048,0.417
OJ287,211131.0,53849.883,22000.0,0.0,5.643,0.463
OJ287,212428.0,53849.892,22000.0,0.0,5.259,0.455
OJ287,170516.0,53850.712,8000.0,0.0,3.579,0.139
OJ287,171814.0,53850.721,8000.0,0.0,3.726,0.168
OJ287,173111.0,53850.73,8000.0,0.0,3.62,0.19
OJ287,162750.0,53851.686,5000.0,0.0,2.469,0.115
OJ287,164047.0,53851.695,5000.0,0.0,2.445,0.124
OJ287,143657.0,53854.609,43000.0,0.0,5.233,1.089
OJ287,145121.0,53855.619,43000.0,0.0,5.33,1.2
OJ287,160028.0,53860.667,8000.0,0.0,3.636,0.085
OJ287,195345.0,53861.829,22000.0,0.0,4.815,0.378
OJ287,200643.0,53861.838,22000.0,0.0,4.698,0.394
OJ287,134340.0,53878.572,43000.0,0.0,3.605,0.756
OJ287,134340.0,53879.572,43000.0,0.0,3.704,0.808
OJ287,135931.0,53907.583,8000.0,0.0,3.893,0.116
OJ287,113657.0,53911.484,43000.0,0.0,3.058,0.682
OJ287,114409.0,53912.489,43000.0,0.0,2.966,0.649
OJ287,114409.0,53913.489,43000.0,0.0,2.824,0.642
OJ287,104214.0,53928.446,43000.0,0.0,1.585,0.476
OJ287,104507.0,53931.448,43000.0,0.0,1.471,0.508
OJ287,84409.0,53951.364,43000.0,0.0,2.061,0.539
OJ287,84409.0,53952.364,43000.0,0.0,1.656,0.487
OJ287,140935.0,53955.59,22000.0,0.0,3.516,0.571
OJ287,105638.0,53956.456,8000.0,0.0,3.047,0.236
OJ287,74340.0,53971.322,43000.0,0.0,1.893,0.55
OJ287,74507.0,53973.323,43000.0,0.0,2.275,0.635
OJ287,101452.0,53973.427,22000.0,0.0,3.767,0.365
OJ287,94857.0,53974.409,8000.0,0.0,3.018,0.089
OJ287,103628.0,53975.442,5000.0,0.0,2.336,0.092
OJ287,104926.0,53975.451,5000.0,0.0,2.219,0.088
OJ287,54116.0,53998.237,43000.0,0.0,2.489,0.536
OJ287,54116.0,53999.237,43000.0,0.0,2.703,0.573
OJ287,63852.0,54010.277,22000.0,0.0,3.245,0.386
OJ287,65150.0,54010.286,22000.0,0.0,3.362,0.44
OJ287,71912.0,54011.305,8000.0,0.0,2.602,0.119
OJ287,72750.0,54012.311,5000.0,0.0,2.22,0.074
OJ287,74047.0,54012.32,5000.0,0.0,2.274,0.094
OJ287,61004.0,54022.257,22000.0,0.0,3.293,0.382
OJ287,62302.0,54022.266,22000.0,0.0,3.27,0.445
OJ287,55707.0,54023.248,8000.0,0.0,2.736,0.103
OJ287,50935.0,54024.215,5000.0,0.0,2.32,0.072
OJ287,52400.0,54024.225,5000.0,0.0,2.186,0.07
OJ287,34145.0,54025.154,43000.0,0.0,1.28,0.47
OJ287,34145.0,54026.154,43000.0,0.0,0.928,0.453
OJ287,52526.0,54038.226,8000.0,0.0,2.407,0.099
OJ287,30126.0,54058.126,22000.0,0.0,3.649,0.585
OJ287,31423.0,54058.135,22000.0,0.0,3.513,0.546
OJ287,32721.0,54058.144,22000.0,0.0,4.043,0.43
OJ287,34019.0,54058.153,22000.0,0.0,2.796,0.469
OJ287,23823.0,54080.11,8000.0,0.0,2.76,0.065
OJ287,2136.0,54098.015,22000.0,0.0,3.362,0.353
OJ287,3433.0,54098.024,22000.0,0.0,3.329,0.357
OJ287,4857.0,54098.034,22000.0,0.0,3.322,0.364
OJ287,10155.0,54098.043,22000.0,0.0,3.481,0.366
OJ287,15512.0,54099.08,8000.0,0.0,2.666,0.09
OJ287,224926.0,54120.951,22000.0,0.0,2.673,0.542
OJ287,230223.0,54120.96,22000.0,0.0,3.405,0.517
OJ287,231648.0,54120.97,22000.0,0.0,3.705,0.524
OJ287,232945.0,54120.979,22000.0,0.0,2.167,0.461
OJ287,213140.0,54148.897,22000.0,0.0,2.763,0.482
OJ287,214438.0,54148.906,22000.0,0.0,3.086,0.48
OJ287,222204.0,54149.932,8000.0,0.0,2.208,0.366
OJ287,213726.0,54185.901,8000.0,0.0,2.365,0.493
OJ287,131326.0,54198.551,22000.0,0.0,1.7,0.602
OJ287,132750.0,54198.561,22000.0,0.0,1.853,0.508
OJ287,134047.0,54198.57,22000.0,0.0,1.572,0.45
OJ287,135345.0,54198.579,22000.0,0.0,1.049,0.369
OJ287,204955.0,54198.868,8000.0,0.0,1.989,0.066
OJ287,210000.0,54199.875,5000.0,0.0,1.757,0.066
OJ287,211423.0,54199.885,5000.0,0.0,1.821,0.066
OJ287,133502.0,54219.566,22000.0,0.0,1.765,0.386
OJ287,133502.0,54219.566,22000.0,0.0,1.765,0.386
OJ287,134800.0,54219.575,22000.0,0.0,1.53,0.329
OJ287,134800.0,54219.575,22000.0,0.0,1.53,0.329
OJ287,140057.0,54219.584,22000.0,0.0,1.517,0.377
OJ287,140057.0,54219.584,22000.0,0.0,1.517,0.377
OJ287,141355.0,54219.593,22000.0,0.0,1.034,0.3
OJ287,141355.0,54219.593,22000.0,0.0,1.034,0.3
OJ287,211004.0,54219.882,8000.0,0.0,1.861,0.12
OJ287,211004.0,54219.882,8000.0,0.0,1.861,0.12
OJ287,134047.0,54274.57,22000.0,0.0,2.005,0.325
OJ287,135345.0,54274.579,22000.0,0.0,1.562,0.285
OJ287,140643.0,54274.588,22000.0,0.0,1.325,0.347
OJ287,141940.0,54274.597,22000.0,0.0,1.606,0.343
OJ287,151257.0,54275.634,8000.0,0.0,1.73,0.104
OJ287,114409.0,54277.489,43000.0,0.0,1.321,0.197
OJ287,171648.0,54288.72,22000.0,0.0,1.781,0.446
OJ287,142233.0,54289.599,8000.0,0.0,1.741,0.082
OJ287,163209.0,54294.689,22000.0,0.0,2.063,0.367
OJ287,164507.0,54294.698,22000.0,0.0,2.646,0.43
OJ287,165804.0,54294.707,22000.0,0.0,1.872,0.423
OJ287,155316.0,54295.662,8000.0,0.0,1.595,0.128
OJ287,143950.0,54296.611,5000.0,0.0,1.294,0.141
OJ287,145248.0,54296.62,5000.0,0.0,1.189,0.114
OJ287,84409.0,54321.364,43000.0,0.0,1.587,0.193
OJ287,84409.0,54322.364,43000.0,0.0,1.533,0.194
OJ287,120252.0,54323.502,22000.0,0.0,1.387,0.414
OJ287,122848.0,54323.52,22000.0,0.0,2.273,0.381
OJ287,124145.0,54323.529,22000.0,0.0,1.437,0.48
OJ287,125443.0,54323.538,22000.0,0.0,2.465,0.532
OJ287,142819.0,54324.603,8000.0,0.0,1.629,0.14
OJ287,111102.0,54345.466,22000.0,0.0,1.681,0.371
OJ287,112400.0,54345.475,22000.0,0.0,1.659,0.383
OJ287,113823.0,54345.485,22000.0,0.0,2.196,0.331
OJ287,115121.0,54345.494,22000.0,0.0,2.364,0.416
OJ287,105219.0,54348.453,5000.0,0.0,1.781,0.064
OJ287,110516.0,54348.462,5000.0,0.0,1.783,0.059
OJ287,111814.0,54348.471,5000.0,0.0,1.593,0.054
OJ287,113238.0,54348.481,5000.0,0.0,1.698,0.056
OJ287,114536.0,54348.49,5000.0,0.0,1.649,0.057
OJ287,54409.0,54365.239,43000.0,0.0,2.19,0.264
OJ287,43628.0,54367.192,43000.0,0.0,1.909,0.255
OJ287,54409.0,54367.239,43000.0,0.0,1.828,0.227
OJ287,104340.0,54372.447,22000.0,0.0,1.863,0.384
OJ287,105638.0,54372.456,22000.0,0.0,1.632,0.409
OJ287,110935.0,54372.465,22000.0,0.0,1.879,0.441
OJ287,101326.0,54373.426,8000.0,0.0,2.22,0.089
OJ287,74340.0,54374.322,5000.0,0.0,1.794,0.082
OJ287,75638.0,54374.331,5000.0,0.0,1.793,0.098
OJ287,93014.0,54386.396,22000.0,0.0,2.559,0.224
OJ287,94311.0,54386.405,22000.0,0.0,2.034,0.188
OJ287,43628.0,54390.192,43000.0,0.0,2.223,0.327
OJ287,44214.0,54391.196,43000.0,0.0,2.495,0.376
OJ287,61843.0,54397.263,5000.0,0.0,1.827,0.198
OJ287,63140.0,54397.272,5000.0,0.0,1.883,0.228
OJ287,15931.0,54423.083,43000.0,0.0,3.165,0.399
OJ287,20350.0,54424.086,43000.0,0.0,3.096,0.429
OJ287,54116.0,54435.237,8000.0,0.0,2.261,0.072
OJ287,15931.0,54436.083,43000.0,0.0,3.706,0.575
OJ287,15931.0,54436.083,43000.0,0.0,3.706,0.575
OJ287,5902.0,54453.041,43000.0,0.0,3.089,0.548
OJ287,40907.0,54461.173,22000.0,0.0,3.092,0.247
OJ287,42331.0,54461.183,22000.0,0.0,2.737,0.213
OJ287,33559.0,54477.15,8000.0,0.0,2.253,0.165
OJ287,32721.0,54479.144,22000.0,0.0,3.985,0.354
OJ287,34019.0,54479.153,22000.0,0.0,3.251,0.386
OJ287,210711.0,54479.88,43000.0,0.0,3.666,0.514
OJ287,230643.0,54479.963,43000.0,0.0,3.765,0.573
OJ287,210545.0,54480.879,43000.0,0.0,3.423,0.479
OJ287,190614.0,54505.796,43000.0,0.0,3.273,0.418
OJ287,205248.0,54505.87,43000.0,0.0,3.834,0.523
OJ287,205121.0,54506.869,43000.0,0.0,3.969,0.532
OJ287,190740.0,54507.797,43000.0,0.0,3.62,0.454
OJ287,205248.0,54507.87,43000.0,0.0,3.916,0.518
OJ287,3433.0,54512.024,22000.0,0.0,3.013,0.246
OJ287,4731.0,54512.033,22000.0,0.0,2.868,0.325
OJ287,10028.0,54512.042,22000.0,0.0,2.924,0.296
OJ287,11326.0,54512.051,22000.0,0.0,2.386,0.274
OJ287,235414.0,54512.996,8000.0,0.0,1.73,0.366
OJ287,180711.0,54521.755,43000.0,0.0,2.602,0.289
OJ287,195219.0,54521.828,43000.0,0.0,2.911,0.349
OJ287,180711.0,54522.755,43000.0,0.0,2.596,0.288
OJ287,195219.0,54522.828,43000.0,0.0,2.915,0.351
OJ287,180711.0,54523.755,43000.0,0.0,2.699,0.313
OJ287,195052.0,54523.827,43000.0,0.0,2.935,0.361
OJ287,165219.0,54556.703,43000.0,0.0,3.898,0.427
OJ287,165219.0,54557.703,43000.0,0.0,3.892,0.447
OJ287,193921.0,54561.819,22000.0,0.0,3.695,0.238
OJ287,195219.0,54561.828,22000.0,0.0,3.121,0.203
OJ287,200643.0,54561.838,22000.0,0.0,3.529,0.205
OJ287,181004.0,54575.757,22000.0,0.0,3.24,1.142
OJ287,201521.0,54576.844,8000.0,0.0,2.533,0.083
OJ287,134507.0,54579.573,43000.0,0.0,2.231,0.287
OJ287,145121.0,54579.619,43000.0,0.0,2.498,0.279
OJ287,145121.0,54580.619,43000.0,0.0,2.587,0.263
OJ287,155609.0,54603.664,22000.0,0.0,4.143,0.469
OJ287,183433.0,54604.774,8000.0,0.0,2.895,0.27
OJ287,110643.0,54611.463,43000.0,0.0,3.846,0.405
OJ287,125150.0,54611.536,43000.0,0.0,3.922,0.412
OJ287,130321.0,54611.544,43000.0,0.0,4.193,0.493
OJ287,110643.0,54612.463,43000.0,0.0,3.687,0.376
OJ287,125150.0,54612.536,43000.0,0.0,3.517,0.379
OJ287,130321.0,54612.544,43000.0,0.0,3.316,0.378
OJ287,152555.0,54639.643,22000.0,0.0,3.144,0.352
OJ287,153852.0,54639.652,22000.0,0.0,3.373,0.372
OJ287,152302.0,54640.641,8000.0,0.0,2.738,0.117
OJ287,90711.0,54642.38,43000.0,0.0,2.666,0.33
OJ287,90545.0,54643.379,43000.0,0.0,3.345,0.419
OJ287,145248.0,54651.62,22000.0,0.0,2.445,0.465
OJ287,142819.0,54652.603,8000.0,0.0,2.924,0.159
OJ287,80643.0,54659.338,43000.0,0.0,2.881,0.427
OJ287,95609.0,54659.414,43000.0,0.0,2.501,0.44
OJ287,80643.0,54660.338,43000.0,0.0,3.152,0.48
OJ287,95443.0,54660.413,43000.0,0.0,2.91,0.491
OJ287,131745.0,54666.554,22000.0,0.0,3.698,0.383
OJ287,133043.0,54666.563,22000.0,0.0,3.323,0.339
OJ287,134340.0,54667.572,8000.0,0.0,2.646,0.108
OJ287,104800.0,54668.45,5000.0,0.0,1.983,0.165
OJ287,110057.0,54668.459,5000.0,0.0,1.738,0.138
OJ287,70614.0,54680.296,43000.0,0.0,3.045,0.325
OJ287,85540.0,54680.372,43000.0,0.0,2.905,0.341
OJ287,70614.0,54681.296,43000.0,0.0,3.278,0.328
OJ287,85414.0,54681.371,43000.0,0.0,2.97,0.326
OJ287,70740.0,54682.297,43000.0,0.0,3.041,0.326
OJ287,85540.0,54682.372,43000.0,0.0,2.836,0.362
OJ287,121004.0,54687.507,22000.0,0.0,3.3,0.438
OJ287,122302.0,54687.516,22000.0,0.0,3.245,0.434
OJ287,123433.0,54688.524,8000.0,0.0,2.636,0.084
OJ287,95150.0,54689.411,5000.0,0.0,1.608,0.084
OJ287,100447.0,54689.42,5000.0,0.0,1.059,0.122
OJ287,50643.0,54708.213,43000.0,0.0,3.388,0.421
OJ287,65150.0,54708.286,43000.0,0.0,2.862,0.425
OJ287,70321.0,54708.294,43000.0,0.0,2.846,0.436
OJ287,50643.0,54709.213,43000.0,0.0,3.231,0.402
OJ287,65150.0,54709.286,43000.0,0.0,3.163,0.371
OJ287,70321.0,54709.294,43000.0,0.0,3.01,0.434
OJ287,50643.0,54710.213,43000.0,0.0,3.017,0.384
OJ287,65150.0,54710.286,43000.0,0.0,2.959,0.362
OJ287,70321.0,54710.294,43000.0,0.0,3.159,0.447
OJ287,90126.0,54722.376,22000.0,0.0,2.683,0.636
OJ287,102204.0,54723.432,8000.0,0.0,2.493,0.327
OJ287,43628.0,54724.192,5000.0,0.0,1.872,0.083
OJ287,44926.0,54724.201,5000.0,0.0,1.967,0.088
OJ287,45219.0,54744.203,43000.0,0.0,3.226,0.535
OJ287,44926.0,54745.201,43000.0,0.0,3.109,0.552
OJ287,55248.0,54778.245,8000.0,0.0,2.335,0.102
OJ287,15804.0,54779.082,43000.0,0.0,3.269,0.494
OJ287,62136.0,54779.265,22000.0,0.0,3.384,0.425
OJ287,63433.0,54779.274,22000.0,0.0,3.351,0.457
OJ287,15931.0,54780.083,43000.0,0.0,3.592,0.535
OJ287,15931.0,54781.083,43000.0,0.0,3.703,0.55
OJ287,15931.0,54808.083,43000.0,0.0,4.718,0.683
OJ287,15931.0,54809.083,43000.0,0.0,4.113,0.607
OJ287,32302.0,54816.141,22000.0,0.0,3.555,0.451
OJ287,210252.0,54840.877,43000.0,0.0,5.889,1.059
OJ287,230643.0,54840.963,43000.0,0.0,5.266,0.99
OJ287,210545.0,54841.879,43000.0,0.0,5.015,0.863
OJ287,230643.0,54841.963,43000.0,0.0,4.351,0.778
OJ287,210545.0,54842.879,43000.0,0.0,5.423,0.85
OJ287,190740.0,54877.797,43000.0,0.0,6.502,1.096
OJ287,190614.0,54878.796,43000.0,0.0,6.564,0.88
OJ287,205121.0,54879.869,43000.0,0.0,7.323,1.022
OJ287,204409.0,54911.864,22000.0,0.0,5.546,0.638
OJ287,205707.0,54911.873,22000.0,0.0,5.811,0.665
OJ287,211550.0,54912.886,5000.0,0.0,2.097,0.303
OJ287,212848.0,54912.895,5000.0,0.0,1.877,0.21
OJ287,150545.0,54929.629,43000.0,0.0,4.988,0.544
OJ287,165219.0,54929.703,43000.0,0.0,5.442,0.581
OJ287,150545.0,54931.629,43000.0,0.0,5.073,0.545
OJ287,165219.0,54931.703,43000.0,0.0,5.833,0.628
OJ287,205121.0,54951.869,8000.0,0.0,3.317,0.238
OJ287,195638.0,54952.831,22000.0,0.0,4.92,1.039
OJ287,203950.0,54953.861,5000.0,0.0,3.301,1.118
OJ287,205414.0,54953.871,5000.0,0.0,1.435,0.72
OJ287,135219.0,54959.578,43000.0,0.0,4.727,0.557
OJ287,135219.0,54960.578,43000.0,0.0,4.847,0.57
OJ287,120545.0,54961.504,43000.0,0.0,4.37,0.49
OJ287,135219.0,54961.578,43000.0,0.0,4.785,0.557
OJ287,143404.0,55001.607,22000.0,0.0,6.024,0.966
OJ287,144702.0,55001.616,22000.0,0.0,5.864,0.964
OJ287,165638.0,55002.706,5000.0,0.0,1.723,0.416
OJ287,171102.0,55002.716,5000.0,0.0,2.268,0.429
OJ287,155443.0,55003.663,8000.0,0.0,2.94,0.17
OJ287,105219.0,55009.453,43000.0,0.0,6.078,0.729
OJ287,110350.0,55009.461,43000.0,0.0,6.247,0.83
OJ287,110223.0,55011.46,43000.0,0.0,6.496,0.785
OJ287,135638.0,55034.581,5000.0,0.0,1.824,0.345
OJ287,151257.0,55035.634,8000.0,0.0,3.157,0.12
OJ287,65316.0,55062.287,22000.0,0.0,8.219,0.931
OJ287,70740.0,55062.297,22000.0,0.0,7.771,0.901
OJ287,134507.0,55062.573,5000.0,0.0,2.153,0.277
OJ287,135804.0,55062.582,5000.0,0.0,2.002,0.229
OJ287,111355.0,55063.468,8000.0,0.0,3.383,0.09
OJ287,60545.0,55099.254,22000.0,0.0,6.883,0.443
OJ287,62009.0,55099.264,22000.0,0.0,7.934,0.498
OJ287,60126.0,55100.251,5000.0,0.0,2.184,0.068
OJ287,61550.0,55100.261,5000.0,0.0,2.229,0.068
OJ287,81355.0,55100.343,8000.0,0.0,3.536,0.055
OJ287,63014.0,55121.271,22000.0,0.0,8.843,0.838
OJ287,64438.0,55121.281,22000.0,0.0,8.91,0.771
OJ287,74507.0,55122.323,5000.0,0.0,2.34,0.079
OJ287,75931.0,55122.333,5000.0,0.0,2.446,0.083
OJ287,74507.0,55123.323,8000.0,0.0,4.012,0.125
OJ287,234955.0,55155.993,43000.0,0.0,7.903,0.933
OJ287,545.0,55158.004,43000.0,0.0,10.199,1.487
OJ287,235414.0,55160.996,43000.0,0.0,11.835,1.75
OJ287,235121.0,55163.994,43000.0,0.0,13.931,1.782
OJ287,235540.0,55164.997,43000.0,0.0,13.124,1.709
OJ287,235540.0,55165.997,43000.0,0.0,13.7,1.871
OJ287,15931.0,55168.083,43000.0,0.0,14.231,2.275
OJ287,224633.0,55174.949,43000.0,0.0,13.782,1.717
OJ287,225512.0,55175.955,43000.0,0.0,14.235,1.77
OJ287,224214.0,55176.946,43000.0,0.0,14.918,1.83
OJ287,230350.0,55178.961,43000.0,0.0,13.631,1.737
OJ287,215316.0,55184.912,43000.0,0.0,15.662,1.833
OJ287,215902.0,55185.916,43000.0,0.0,13.686,1.627
OJ287,220614.0,55186.921,43000.0,0.0,15.726,1.886
OJ287,221326.0,55187.926,43000.0,0.0,17.978,2.583
OJ287,215024.0,55188.91,43000.0,0.0,15.405,1.832
OJ287,215736.0,55189.915,43000.0,0.0,16.348,1.968
OJ287,4857.0,55208.034,8000.0,0.0,6.446,0.23
OJ287,13209.0,55209.064,22000.0,0.0,11.456,0.609
OJ287,14507.0,55209.073,22000.0,0.0,11.755,0.64
OJ287,211257.0,55209.884,43000.0,0.0,13.971,1.519
OJ287,230643.0,55209.963,43000.0,0.0,14.631,1.641
OJ287,10907.0,55210.048,5000.0,0.0,3.452,0.106
OJ287,12331.0,55210.058,5000.0,0.0,3.398,0.129
OJ287,211131.0,55210.883,43000.0,0.0,10.742,1.251
OJ287,230643.0,55210.963,43000.0,0.0,10.546,1.253
OJ287,193921.0,55213.819,43000.0,0.0,12.44,1.224
OJ287,200643.0,55213.838,43000.0,0.0,13.43,1.407
OJ287,200350.0,55214.836,43000.0,0.0,13.159,1.412
OJ287,201521.0,55214.844,43000.0,0.0,13.398,1.41
OJ287,171840.0,55973.72266,5125.0,24.5967,5.3002,0.123
OJ287,181523.0,55973.76562,8305.0,34.7208,5.7961,0.3518
OJ287,143908.0,56002.61328,5125.0,16.2886,5.0943,0.1341
OJ287,152740.0,56002.64453,8305.0,24.8665,5.5432,0.7091
OJ287,133100.0,56033.56641,8305.0,25.7985,5.9549,0.4836
OJ287,143907.0,56033.61328,8305.0,37.9378,6.3499,0.5027
OJ287,112731.0,56068.48047,5125.0,28.3243,5.2301,0.1253
OJ287,123629.0,56068.52734,8305.0,40.5725,5.983,0.3287
OJ287,100500.0,56096.42188,5125.0,33.2516,5.3028,0.1035
OJ287,133622.0,56096.57031,8305.0,64.2723,5.1329,0.2273
OJ287,135920.0,56139.58594,8305.0,49.8823,4.6115,0.3139
OJ287,122550.0,56175.51953,8305.0,41.7783,4.3669,0.2521
OJ287,82441.0,56204.35156,8305.0,61.0258,4.9874,0.2122
OJ287,100420.0,56204.42188,8305.0,46.4879,4.6865,0.215
OJ287,124842.0,56204.53516,8305.0,17.5008,4.2349,0.2037
OJ287,31321.0,56205.13672,5125.0,36.2562,4.4855,0.0767
OJ287,64109.0,56205.28125,5125.0,64.9919,3.6151,0.0386
OJ287,101331.0,56205.42969,5125.0,44.2603,4.3027,0.0463
OJ287,90417.0,56250.37891,5125.0,25.2131,4.5287,0.0649
OJ287,73944.0,56272.32031,5125.0,24.867,3.9426,0.0744
OJ287,232444.0,56272.97656,8305.0,43.0388,3.3815,0.2404
OJ287,25455.0,56273.125,8305.0,65.3056,2.6747,0.1677
OJ287,62420.0,56273.26953,8305.0,37.6065,3.5017,0.2216
OJ287,231445.0,56313.97266,8305.0,63.4226,3.2782,0.0959
OJ287,13225.0,56314.06641,8305.0,58.2734,3.2741,0.1021
OJ287,231906.0,56314.97656,5125.0,64.135,3.2328,0.0292
OJ287,171344.0,56393.72266,8305.0,59.1308,4.9631,0.1135
OJ287,170847.0,56394.71875,5125.0,59.0049,3.8758,0.0239
OJ287,203757.0,56394.86328,5125.0,54.5443,4.1676,0.0234
OJ287,150107.0,56418.63281,5125.0,54.4803,3.9375,0.0242
OJ287,151107.0,56419.63672,8305.0,56.6316,4.4567,0.1197
OJ287,131854.0,56474.55859,5125.0,65.026,3.6258,0.0229
OJ287,130745.0,56476.55078,8305.0,65.194,3.9929,0.1372
OJ287,110929.0,56489.46875,5125.0,60.6613,3.6463,0.0286
OJ287,112306.0,56490.48047,8305.0,62.588,4.1232,0.1601
OJ287,100841.0,56510.42969,8305.0,62.9524,5.0524,0.1367
OJ287,73824.0,56538.32422,5125.0,58.4827,4.4299,0.0336
OJ287,75416.0,56539.33594,8305.0,60.9861,5.2431,0.1081
OJ287,224254.0,56678.95042,5075.0,60.698,2.9495,0.0244
OJ287,225204.0,56679.9567,8305.0,62.172,2.8394,0.0492
OJ287,11515.0,56680.05618,8305.0,60.4565,2.8892,0.0498
OJ287,204933.0,56700.87158,8520.0,57.3969,2.7741,0.0229
OJ287,232521.0,56700.97985,8520.0,63.2221,2.8631,0.02
OJ287,205051.0,56701.87259,5075.0,58.0131,2.7309,0.019
OJ287,213853.0,57055.90596,5075.0,58.509,4.0991,0.0228
OJ287,203520.0,57056.86175,8520.0,49.761,5.2219,0.0257
OJ287,184251.0,57101.78363,8520.0,59.2192,4.8496,0.0249
OJ287,211848.0,57101.89197,8520.0,61.9125,4.9947,0.0232
OJ287,174257.0,57102.7421,5075.0,51.0052,4.0358,0.0327
OJ287,201955.0,57102.85119,5075.0,65.4265,4.0846,0.035
OJ287,144327.0,57160.61734,8520.0,58.2587,4.6715,0.0329
OJ287,172630.0,57160.73066,8520.0,61.9432,4.7575,0.0399
OJ287,150618.0,57161.63501,24600.0,61.8089,3.9831,0.4746
OJ287,190751.0,57161.80111,5075.0,47.0825,4.2828,0.0543
OJ287,80401.0,57276.3442,24100.0,64.5434,3.8051,0.259
OJ287,85737.0,57276.37774,5075.0,65.3773,3.671,0.0363
OJ287,105502.0,57276.45897,8520.0,53.4608,3.8542,0.0199
OJ287,100133.0,57300.42179,8520.0,46.8924,3.4805,0.0201
OJ287,63704.0,57301.2801,5075.0,64.7734,3.4904,0.0419
OJ287,44635.0,57337.20338,5075.0,65.5223,2.7693,0.0447
OJ287,61242.0,57337.26672,24100.0,58.6037,3.5449,0.092
OJ287,71438.0,57337.30593,8520.0,50.4096,2.854,0.0229
OJ287,215613.0,57370.91985,24100.0,29.4268,3.8698,0.0831
OJ287,13734.0,57371.07205,5075.0,63.0852,2.7469,0.0312
OJ287,33156.0,57371.15126,8520.0,62.4114,3.0655,0.0216
OJ287,234523.0,57400.99793,22664.0,64.0863,4.0236,0.0751
OJ287,15929.0,57401.08736,5075.0,59.6571,2.9403,0.0458
OJ287,200052.0,57433.83824,5075.0,51.5914,2.6628,0.0679
OJ287,215544.0,57433.91775,8520.0,64.8655,3.0641,0.039
OJ287,181127.0,57468.76225,5075.0,55.8671,2.778,0.0413
OJ287,200517.0,57468.8411,8520.0,65.5226,3.4171,0.0195
OJ287,165452.0,57498.70865,5075.0,61.1,2.8665,0.0754
OJ287,183958.0,57498.78145,8520.0,64.6376,3.5925,0.0223
OJ287,183751.0,57525.78018,5075.0,52.7446,2.9131,0.0776
OJ287,110808.0,57526.46769,8520.0,22.5424,3.447,0.0269
OJ287,121615.0,57526.515,8520.0,34.6979,3.4225,0.0333
OJ287,133158.0,57526.56757,8520.0,47.8268,3.3136,0.0271
OJ287,125242.0,57559.54047,5075.0,60.8407,3.226,0.0454
OJ287,143518.0,57559.61156,8520.0,64.8807,4.0024,0.025
OJ287,163946.0,57559.69798,8520.0,50.1932,4.0172,0.0213
OJ287,113018.0,57581.48326,5075.0,61.2966,3.2458,0.0925
OJ287,130835.0,57581.55134,8520.0,64.891,4.5457,0.0233
OJ287,81837.0,57720.35,5075.0,27.4028,3.986,0.078
OJ287,2029.0,57721.01787,8520.0,43.6127,5.135,0.0253
OJ287,40611.0,57721.1746,8520.0,64.4717,5.0316,0.0207
OJ287,81333.0,57721.34444,8520.0,27.979,5.2821,0.0417
